frame, steps, LASI, LPSI, RASI, RPSI, RKNE, RTHI, RANK, RTIB, RHEE, RTOE, LKNE, LTHI, LANK, LTIB, LHEE, LTOE, C7, CLAV, LSHO, RBAK, RSHO, STRN, T10, LBHD, LFHD, RBHD, RFHD, RELB, RUPA, RWRA, RWRB, RFIN, LELB, LUPA, LWRA, LWRB, LFIN
0, 24, 0.00927378, 0.00590236, 0.00868213, 0.00612753, 0.00382871, 0.00814894, 0.00349006, 0.00269464, 0.00398327, 0.00223385, 0.00859206, 0.00767019, 0.0100486, 0.0144041, 0.00947682, 0.00769943, 0.00669566, 0.0058922, 0.00317839, 0.0024673, 0.00930158, 0.00383037, 0.00370484, 0.00973749, 0.00625619, 0.00891056, 0.00284444, 0.00895291, 0.00862721, 0.00566296, 0.00556028, 0.00121771, 0.00443736, 0.0179306, 0.00985698, 0.0072668, 0.009656
1, 24, 0.00937492, 0.00596546, 0.00868633, 0.00611591, 0.00382374, 0.00818313, 0.00346115, 0.00267664, 0.00396795, 0.00222285, 0.00853055, 0.0076918, 0.0100093, 0.0143174, 0.00947987, 0.00767738, 0.00669223, 0.00588649, 0.00324127, 0.00248307, 0.0093342, 0.00382388, 0.00370311, 0.00974592, 0.00619296, 0.00893354, 0.00281346, 0.00896331, 0.00862448, 0.00566991, 0.00557865, 0.00125207, 0.00438192, 0.0178281, 0.00985911, 0.00726288, 0.0096773
2, 24, 0.00944688, 0.006027, 0.00867751, 0.00610756, 0.003824, 0.00821069, 0.00343869, 0.00266762, 0.00394737, 0.00220806, 0.00845717, 0.00770771, 0.00995965, 0.0142189, 0.00948031, 0.00765163, 0.00668968, 0.00588203, 0.00328158, 0.00252914, 0.00929457, 0.00382296, 0.00371037, 0.0097904, 0.00612589, 0.0089761, 0.00278509, 0.00892831, 0.00858426, 0.00566317, 0.00556411, 0.00127358, 0.00434771, 0.0177669, 0.00986011, 0.00725719, 0.00969379
3, 24, 0.00949178, 0.00608827, 0.00865795, 0.00610635, 0.00382412, 0.0082303, 0.00342363, 0.00267021, 0.00391678, 0.00218607, 0.00837239, 0.00772213, 0.0098985, 0.0141077, 0.00947354, 0.00761769, 0.00667568, 0.0058722, 0.00328839, 0.00259345, 0.00919648, 0.00383077, 0.00372563, 0.0098357, 0.00606377, 0.00902198, 0.00275957, 0.00884323, 0.00850996, 0.00564471, 0.00551383, 0.00127185, 0.00433169, 0.0177531, 0.00986383, 0.0072514, 0.0097113
4, 24, 0.00951862, 0.00615528, 0.00863133, 0.0061155, 0.00382003, 0.00824034, 0.00341641, 0.0026879, 0.00387335, 0.00215464, 0.00827482, 0.00774058, 0.00982416, 0.0139801, 0.00945902, 0.007573, 0.0066426, 0.00585305, 0.00325748, 0.00267177, 0.00905083, 0.00384869, 0.00374555, 0.00983765, 0.00600156, 0.00904821, 0.00273113, 0.00870388, 0.00840596, 0.0056204, 0.00542833, 0.00123504, 0.00433168, 0.0177944, 0.00987547, 0.00724829, 0.00973715
5, 24, 0.0095453, 0.0062379, 0.00860509, 0.00613845, 0.00381152, 0.00823664, 0.00341818, 0.00272614, 0.00381795, 0.00211413, 0.00816121, 0.00776922, 0.00973515, 0.0138292, 0.00944132, 0.00751825, 0.00659448, 0.00582719, 0.00319648, 0.00276603, 0.00886043, 0.00387575, 0.00376836, 0.00977284, 0.00592685, 0.00904077, 0.00269333, 0.00850743, 0.00827639, 0.00559785, 0.00531156, 0.00115547, 0.00434524, 0.0178994, 0.00990046, 0.00725071, 0.00977857
6, 24, 0.00959495, 0.00634793, 0.00858922, 0.00617725, 0.00380153, 0.0082126, 0.00343124, 0.00279063, 0.0037548, 0.00206771, 0.00802865, 0.00781355, 0.00963123, 0.0136458, 0.00942918, 0.00745802, 0.0065436, 0.00580225, 0.00311538, 0.00287788, 0.008624, 0.00391067, 0.00379624, 0.00965431, 0.00583572, 0.00900264, 0.00264708, 0.00825647, 0.00812608, 0.00558469, 0.00517173, 0.00103361, 0.00436885, 0.0180746, 0.0099439, 0.00726153, 0.00984209
7, 24, 0.00968694, 0.00649464, 0.00858643, 0.00622762, 0.00379333, 0.00816136, 0.00345916, 0.00288417, 0.00369037, 0.00202102, 0.0078771, 0.00787731, 0.00951425, 0.013422, 0.00943319, 0.00740012, 0.0065012, 0.00578565, 0.00301772, 0.00300687, 0.0083406, 0.00395311, 0.00383292, 0.00952023, 0.00573775, 0.00895053, 0.0026007, 0.00796001, 0.0079619, 0.00558679, 0.00502105, 0.000878883, 0.00439785, 0.0183212, 0.0100096, 0.00728288, 0.00993268
8, 24, 0.00982725, 0.00668021, 0.00858012, 0.00627227, 0.00378884, 0.00807934, 0.00350618, 0.00300459, 0.00363216, 0.00198125, 0.00771196, 0.00796107, 0.00938803, 0.0131549, 0.00946276, 0.00735327, 0.00647288, 0.00578116, 0.00290832, 0.00315423, 0.00800972, 0.00400392, 0.00388097, 0.00941087, 0.00564186, 0.0089032, 0.00256149, 0.00763116, 0.00779075, 0.00560684, 0.00487362, 0.000706414, 0.00442881, 0.0186334, 0.0100992, 0.00731568, 0.0100524
9, 24, 0.0100019, 0.00689487, 0.00853231, 0.00627846, 0.00378908, 0.00796652, 0.00357627, 0.00314704, 0.00358809, 0.00195588, 0.0075438, 0.00806186, 0.0092572, 0.012849, 0.0095225, 0.00732342, 0.00645796, 0.00578779, 0.00280485, 0.00332342, 0.00762784, 0.00406225, 0.00393975, 0.00935142, 0.0055486, 0.00887262, 0.00253091, 0.0072818, 0.00761756, 0.00564532, 0.00474179, 0.000528732, 0.00446245, 0.0190002, 0.0102107, 0.00735884, 0.0101982
10, 24, 0.010173, 0.00710952, 0.0083967, 0.0062059, 0.00379493, 0.007823, 0.00367232, 0.00330868, 0.00356593, 0.00195113, 0.00738493, 0.0081749, 0.00912658, 0.0125161, 0.00960815, 0.00731041, 0.00644866, 0.00579832, 0.00273345, 0.00351633, 0.00719738, 0.00412288, 0.00400406, 0.00934085, 0.00546038, 0.008859, 0.00250799, 0.00691954, 0.00744858, 0.00570442, 0.00463453, 0.000345673, 0.00450506, 0.0194136, 0.0103384, 0.00740938, 0.0103622
11, 24, 0.0102827, 0.00727645, 0.00813729, 0.00602063, 0.00380706, 0.0076459, 0.00379619, 0.00349122, 0.00357335, 0.00197051, 0.00724498, 0.00829481, 0.00900185, 0.0121745, 0.00970732, 0.00730896, 0.00643096, 0.00580047, 0.00271552, 0.00372548, 0.00673466, 0.00417817, 0.00406592, 0.00934186, 0.00538367, 0.00884357, 0.00249008, 0.00654701, 0.00729382, 0.00578902, 0.00455709, 0.000145326, 0.00456553, 0.0198736, 0.0104757, 0.00746328, 0.0105355
12, 24, 0.010281, 0.00734972, 0.00774326, 0.00570893, 0.0038271, 0.00742867, 0.00394849, 0.00369993, 0.00361809, 0.00201405, 0.00712829, 0.00841442, 0.00888988, 0.0118466, 0.00980608, 0.00731346, 0.00639373, 0.00578499, 0.00276679, 0.00392952, 0.00626803, 0.00422275, 0.00411999, 0.00929827, 0.00532029, 0.00879577, 0.00247218, 0.00616595, 0.00716518, 0.00590241, 0.00451056, 8.34226e-05, 0.00465034, 0.020385, 0.0106196, 0.00751788, 0.0107146
13, 24, 0.0101668, 0.00731564, 0.00723049, 0.005283, 0.00385898, 0.00716021, 0.00412731, 0.00393881, 0.00370582, 0.00207868, 0.00703247, 0.00852371, 0.0087975, 0.0115533, 0.00989579, 0.00732149, 0.00633831, 0.0057521, 0.00290571, 0.00410588, 0.00582124, 0.00425467, 0.00416738, 0.00918445, 0.00526631, 0.00869669, 0.00244987, 0.00577577, 0.00706981, 0.00604236, 0.00449172, 0.000341945, 0.00476136, 0.0209525, 0.0107721, 0.00757322, 0.0109038
14, 24, 0.0099994, 0.00720325, 0.0066293, 0.00477426, 0.00390712, 0.00682739, 0.00432721, 0.00420617, 0.00383696, 0.00215946, 0.00695105, 0.00861173, 0.00872936, 0.0113078, 0.00997328, 0.0073331, 0.00627848, 0.00571047, 0.00314823, 0.00425447, 0.00539704, 0.00427402, 0.00421348, 0.00902381, 0.00521534, 0.00855123, 0.00242366, 0.00537256, 0.007008, 0.00620381, 0.00449622, 0.000625792, 0.00489516, 0.0215801, 0.0109378, 0.00763121, 0.0111111
15, 25, 0.00986392, 0.00706335, 0.00597203, 0.00422298, 0.00397318, 0.00642363, 0.00453979, 0.00449323, 0.0040057, 0.00225098, 0.00687712, 0.00866922, 0.00868657, 0.0111156, 0.0100347, 0.00734684, 0.00623002, 0.00567073, 0.00350304, 0.00440375, 0.00497392, 0.00428337, 0.00426491, 0.0088542, 0.00515891, 0.00837251, 0.00239783, 0.00494841, 0.00697503, 0.00638363, 0.00452256, 0.000930809, 0.00504796, 0.0222767, 0.0111207, 0.00769371, 0.0113431
16, 25, 0.00982663, 0.0069406, 0.0052884, 0.00366971, 0.00405407, 0.00596041, 0.00475449, 0.00478659, 0.00419965, 0.00234701, 0.0068067, 0.00869024, 0.00866722, 0.010978, 0.01007, 0.00735685, 0.0061999, 0.00563957, 0.00398598, 0.00458285, 0.0045258, 0.00429134, 0.00433047, 0.00868312, 0.00509248, 0.00816208, 0.00237689, 0.00449753, 0.00697034, 0.00658131, 0.00457263, 0.00125509, 0.00521805, 0.0230606, 0.0113234, 0.00776255, 0.0116027
17, 25, 0.00991065, 0.006862, 0.00460539, 0.00315001, 0.00414102, 0.00547235, 0.00495949, 0.00507144, 0.00439993, 0.00243979, 0.0067391, 0.00867258, 0.00866782, 0.0108967, 0.0100634, 0.00735349, 0.00618383, 0.00561829, 0.00462641, 0.00479011, 0.0040472, 0.00431188, 0.00441978, 0.00847464, 0.00502109, 0.00790347, 0.00236251, 0.00402033, 0.00700473, 0.00679986, 0.00465016, 0.00160078, 0.00540933, 0.0239545, 0.0115474, 0.0078402, 0.0118895
18, 25, 0.0100925, 0.00683333, 0.00394979, 0.00270036, 0.00422203, 0.00500759, 0.00514551, 0.00533694, 0.00458735, 0.00252234, 0.00667547, 0.00862193, 0.0086856, 0.0108737, 0.0099993, 0.00732647, 0.00617566, 0.00560855, 0.0054426, 0.00500097, 0.00356281, 0.0043595, 0.004539, 0.00817661, 0.00495423, 0.00757425, 0.00235329, 0.00352649, 0.00709958, 0.00704608, 0.00476041, 0.00197427, 0.00562842, 0.0249731, 0.0117936, 0.00792978, 0.0122015
19, 26, 0.010324, 0.0068473, 0.0033522, 0.00236168, 0.00428804, 0.00461212, 0.00531014, 0.00558179, 0.00475112, 0.00259157, 0.00661763, 0.00855722, 0.00872181, 0.0109071, 0.00986813, 0.0072689, 0.00617704, 0.00561709, 0.00641507, 0.00519425, 0.00311988, 0.00444569, 0.00468954, 0.00775984, 0.00490115, 0.00716254, 0.00234803, 0.00303752, 0.00727578, 0.00732506, 0.00490656, 0.00237735, 0.00588218, 0.0261143, 0.0120615, 0.0080348, 0.0125349
20, 26, 0.0105718, 0.00690353, 0.00284637, 0.00216424, 0.00433641, 0.00431844, 0.00545613, 0.00581176, 0.0048888, 0.0026475, 0.00656926, 0.00851184, 0.00878402, 0.0109912, 0.00967024, 0.00718006, 0.00619541, 0.00565282, 0.00748982, 0.00536613, 0.00278912, 0.00457533, 0.00486792, 0.00723259, 0.00487494, 0.0066748, 0.00234996, 0.00258751, 0.00754533, 0.00763347, 0.00508396, 0.00280108, 0.0061733, 0.027358, 0.012348, 0.00815751, 0.0128828
21, 27, 0.0108296, 0.00701519, 0.00245974, 0.00211154, 0.00436815, 0.00413912, 0.00558526, 0.00603265, 0.00499915, 0.00269013, 0.00653698, 0.00852769, 0.00888293, 0.0111172, 0.00941659, 0.0070655, 0.0062398, 0.00572237, 0.00860085, 0.0055305, 0.00266901, 0.00474446, 0.00506685, 0.00664098, 0.00489343, 0.00613704, 0.00236877, 0.00221514, 0.0079077, 0.00796052, 0.00527946, 0.00322912, 0.00650361, 0.0286704, 0.0126446, 0.00829693, 0.0132311
22, 27, 0.0110982, 0.00719775, 0.00220125, 0.00218863, 0.00438163, 0.00406508, 0.00569383, 0.00624437, 0.00507783, 0.00271786, 0.00652738, 0.00864406, 0.00902485, 0.0112734, 0.00912577, 0.00693404, 0.00632191, 0.00583115, 0.00969137, 0.00570598, 0.00285047, 0.00494328, 0.00528007, 0.00606179, 0.00496751, 0.00558991, 0.00241759, 0.00195651, 0.00835006, 0.00829196, 0.00547675, 0.0036433, 0.00687726, 0.0300121, 0.0129364, 0.00844792, 0.0135598
23, 28, 0.0113765, 0.00746025, 0.00206561, 0.00237462, 0.00436933, 0.00407419, 0.00577392, 0.00644133, 0.00511956, 0.00272873, 0.00654147, 0.00888443, 0.00920738, 0.0114479, 0.00881704, 0.0067931, 0.00645427, 0.00598341, 0.0107252, 0.00589715, 0.00335073, 0.00516107, 0.00550598, 0.0055697, 0.00509369, 0.00507382, 0.0025079, 0.00184102, 0.0088511, 0.00861136, 0.00566014, 0.00402356, 0.00730163, 0.0313447, 0.0132055, 0.00860233, 0.0138465
24, 28, 0.0116733, 0.00780814, 0.00204836, 0.00264068, 0.00432341, 0.00414535, 0.00581935, 0.00661733, 0.00512364, 0.00272298, 0.00657147, 0.00924539, 0.00942124, 0.0116326, 0.00850344, 0.00664543, 0.00664019, 0.00617783, 0.0116921, 0.00609395, 0.00413336, 0.00539107, 0.00574575, 0.00519796, 0.00526862, 0.00461062, 0.00264789, 0.00189026, 0.00939001, 0.00890044, 0.00581671, 0.00434846, 0.00777897, 0.0326407, 0.0134369, 0.00875166, 0.014074
25, 29, 0.0120038, 0.00824262, 0.00214466, 0.00295455, 0.00424632, 0.00426639, 0.00583211, 0.00677165, 0.00509821, 0.00270489, 0.00660424, 0.00969533, 0.00965429, 0.0118241, 0.00819129, 0.00649032, 0.00686675, 0.00640452, 0.0126053, 0.00628872, 0.00517586, 0.00563175, 0.00599824, 0.00493662, 0.00550764, 0.00419993, 0.00284438, 0.00211445, 0.00995291, 0.00914519, 0.00594058, 0.00460189, 0.00830037, 0.033888, 0.0136215, 0.00888886, 0.0142346
26, 29, 0.0123631, 0.00875347, 0.00233802, 0.00329515, 0.00415438, 0.00443282, 0.0058236, 0.00691131, 0.00505946, 0.00268216, 0.00662867, 0.0101856, 0.00989505, 0.0120208, 0.00788525, 0.00632776, 0.00711331, 0.00665016, 0.0134858, 0.00648581, 0.00647597, 0.00588458, 0.00625945, 0.00476505, 0.00583474, 0.00383083, 0.00310174, 0.00250826, 0.0105316, 0.00934021, 0.00603463, 0.00477913, 0.00884732, 0.0350829, 0.0137564, 0.00900721, 0.0143297
27, 29, 0.0127115, 0.00931501, 0.00259203, 0.00365661, 0.00406999, 0.0046427, 0.00580925, 0.00704807, 0.00502557, 0.00266307, 0.00664153, 0.0106682, 0.0101346, 0.0122203, 0.00759173, 0.0061608, 0.00736912, 0.00690816, 0.0143397, 0.00669333, 0.00802319, 0.00615083, 0.00652721, 0.0046702, 0.00625036, 0.00349193, 0.00341337, 0.00305317, 0.0111174, 0.00948348, 0.00610486, 0.00488, 0.00939953, 0.03622, 0.0138404, 0.00910005, 0.0143657
28, 28, 0.0129918, 0.00989628, 0.00286136, 0.00403781, 0.00401189, 0.00488896, 0.00580095, 0.00719298, 0.00500971, 0.00265347, 0.00665015, 0.011108, 0.0103656, 0.0124184, 0.00731821, 0.00599429, 0.00764149, 0.00718268, 0.015146, 0.00691349, 0.00978118, 0.00643008, 0.00680458, 0.00464393, 0.00671959, 0.00317555, 0.00375989, 0.00372568, 0.0117002, 0.00957045, 0.00615531, 0.00490084, 0.00993905, 0.0372878, 0.0138748, 0.00916283, 0.0143503
29, 27, 0.0131543, 0.0104701, 0.00312036, 0.00444268, 0.00399006, 0.00515153, 0.00580287, 0.00735259, 0.00501559, 0.002655, 0.00667082, 0.0114889, 0.0105815, 0.0126099, 0.00707165, 0.00583311, 0.00794627, 0.00748278, 0.0158652, 0.00714115, 0.0116883, 0.00672049, 0.00709744, 0.00467368, 0.0071944, 0.00288127, 0.00411894, 0.00449964, 0.0122719, 0.00959651, 0.00618996, 0.0048371, 0.0104514, 0.0382732, 0.0138646, 0.0091967, 0.0142938
30, 28, 0.0131649, 0.0110202, 0.00337052, 0.00488278, 0.00400308, 0.00539926, 0.00581072, 0.00752847, 0.00503624, 0.00266446, 0.00672131, 0.0118187, 0.0107805, 0.0127912, 0.0068566, 0.00568105, 0.00829109, 0.00781162, 0.0164637, 0.00736144, 0.0136693, 0.00701845, 0.00740805, 0.00474459, 0.00764706, 0.00261563, 0.00447715, 0.00534493, 0.0128298, 0.0095623, 0.00621682, 0.00468957, 0.0109256, 0.0391703, 0.0138215, 0.00920925, 0.0142111
31, 30, 0.0130075, 0.0115416, 0.00362414, 0.00537107, 0.00403974, 0.00560273, 0.00581462, 0.00771742, 0.00505744, 0.00267525, 0.00681083, 0.0121279, 0.0109679, 0.012963, 0.00667201, 0.00553833, 0.00866613, 0.00816067, 0.0169275, 0.00755029, 0.0156503, 0.00731769, 0.00773009, 0.00484433, 0.0080832, 0.0023833, 0.00483089, 0.00622898, 0.0133774, 0.00947579, 0.00624839, 0.0044668, 0.0113554, 0.0399833, 0.0137621, 0.00921148, 0.0141217
32, 31, 0.0126912, 0.0120405, 0.00389412, 0.00590864, 0.00408587, 0.00575168, 0.00580483, 0.007914, 0.00506534, 0.00268078, 0.00693697, 0.0124559, 0.0111526, 0.0131298, 0.00651064, 0.00540003, 0.00905041, 0.00851388, 0.0172626, 0.0076948, 0.0175687, 0.0076097, 0.00805009, 0.00496708, 0.00852675, 0.00218229, 0.00517992, 0.00712122, 0.0139237, 0.00935339, 0.00630088, 0.00418771, 0.0117432, 0.0407244, 0.0137014, 0.00921157, 0.0140434
33, 32, 0.0122624, 0.0125317, 0.0041991, 0.0064818, 0.00412908, 0.00586636, 0.00577778, 0.00811404, 0.00505286, 0.00267747, 0.00709263, 0.0128293, 0.0113406, 0.0132959, 0.00636502, 0.00526019, 0.0094275, 0.00885907, 0.0174854, 0.00781659, 0.0193788, 0.00788918, 0.00835648, 0.00511349, 0.00899402, 0.00201186, 0.00552081, 0.00799977, 0.0144789, 0.00921717, 0.00639057, 0.00387847, 0.0121041, 0.0414107, 0.0136442, 0.00921068, 0.0139818
34, 33, 0.0117983, 0.0130364, 0.00457142, 0.00707386, 0.00415916, 0.00599152, 0.00573897, 0.00831839, 0.00502049, 0.00266523, 0.00727516, 0.0132479, 0.0115333, 0.0134626, 0.0062346, 0.0051183, 0.00979659, 0.00919796, 0.0176139, 0.0079585, 0.0210577, 0.00816263, 0.00865157, 0.00528234, 0.00948038, 0.00188187, 0.00584828, 0.00885747, 0.0150536, 0.00908329, 0.00652625, 0.00355897, 0.012463, 0.0420607, 0.0135815, 0.00920264, 0.0139258
35, 34, 0.0113708, 0.0135717, 0.00504807, 0.00767778, 0.00417069, 0.0061689, 0.00570153, 0.00853369, 0.00497465, 0.00264687, 0.00749019, 0.0136899, 0.0117298, 0.0136298, 0.00612673, 0.00498091, 0.0101728, 0.00954733, 0.0176706, 0.00814462, 0.0226037, 0.00845081, 0.00895467, 0.00546399, 0.00996837, 0.00180476, 0.00615885, 0.00970013, 0.0156559, 0.00895449, 0.0067056, 0.00323343, 0.0128472, 0.0426938, 0.0134948, 0.00917729, 0.0138509
36, 34, 0.0110061, 0.0141423, 0.00564311, 0.00829872, 0.00416702, 0.00640884, 0.00568006, 0.00876847, 0.0049264, 0.00262758, 0.00775142, 0.0141282, 0.01193, 0.0137996, 0.00605127, 0.00485672, 0.0105812, 0.00993225, 0.0177002, 0.00836989, 0.024027, 0.00877867, 0.00929211, 0.00564384, 0.0104435, 0.00178131, 0.00645181, 0.0105379, 0.0162895, 0.00882393, 0.00691997, 0.00289486, 0.0132793, 0.0433305, 0.0133625, 0.00912545, 0.0137265
37, 35, 0.0106817, 0.0147396, 0.0063305, 0.00895014, 0.00416028, 0.00668477, 0.005684, 0.00902803, 0.00489004, 0.00261389, 0.00807788, 0.0145491, 0.0121349, 0.0139787, 0.0060151, 0.00475062, 0.0110474, 0.0103754, 0.0177679, 0.00862951, 0.0253409, 0.00916244, 0.00968403, 0.00581534, 0.0109078, 0.0018046, 0.00673158, 0.0113791, 0.0169509, 0.00868102, 0.0071612, 0.00252934, 0.0137747, 0.0439892, 0.0131635, 0.00904342, 0.0135206
38, 36, 0.0103604, 0.0153472, 0.00705782, 0.00964463, 0.00416595, 0.00695063, 0.00571472, 0.00931202, 0.00487925, 0.00261128, 0.00848764, 0.0149601, 0.0123447, 0.0141768, 0.00602071, 0.00466196, 0.011589, 0.0108897, 0.0179278, 0.00893375, 0.0265612, 0.00960693, 0.0101382, 0.00598644, 0.0113849, 0.00187461, 0.00701108, 0.0122287, 0.0176287, 0.00851329, 0.00742457, 0.00211423, 0.0143397, 0.0446752, 0.0128806, 0.00893553, 0.013205
39, 37, 0.010034, 0.0159568, 0.00778251, 0.0103818, 0.00419537, 0.0071704, 0.00576791, 0.00961635, 0.00490216, 0.00262204, 0.00898687, 0.0153845, 0.012559, 0.0144019, 0.00606839, 0.0045877, 0.012211, 0.0114782, 0.0181902, 0.00929365, 0.0277073, 0.0101117, 0.0106542, 0.00616973, 0.0119024, 0.00200033, 0.00730453, 0.0130872, 0.0183053, 0.00831001, 0.00770878, 0.00162226, 0.0149697, 0.045374, 0.0125044, 0.00881363, 0.0127612
40, 37, 0.00973749, 0.0165778, 0.00850436, 0.0111442, 0.00425118, 0.00733641, 0.00583793, 0.00993617, 0.00495803, 0.00264494, 0.00956318, 0.0158448, 0.0127779, 0.0146556, 0.00615741, 0.00452573, 0.0129113, 0.0121411, 0.0185237, 0.0097093, 0.028806, 0.0106793, 0.0112326, 0.00636818, 0.0124634, 0.00219126, 0.00761401, 0.0139507, 0.0189626, 0.00806878, 0.00801521, 0.00103399, 0.01565, 0.0460559, 0.012033, 0.00869383, 0.0121822
41, 37, 0.00950995, 0.0172291, 0.00925757, 0.0119057, 0.00432823, 0.0074677, 0.00591959, 0.0102665, 0.00503657, 0.00267588, 0.0101924, 0.0163465, 0.0129975, 0.0149305, 0.00628304, 0.00447508, 0.0136844, 0.0128777, 0.0188849, 0.0101693, 0.0298942, 0.0113177, 0.0118779, 0.00657493, 0.013047, 0.00244918, 0.00793019, 0.014811, 0.0195895, 0.007799, 0.0083458, 0.000345719, 0.0163589, 0.046692, 0.0114734, 0.00859152, 0.0114713
42, 38, 0.00935307, 0.0179171, 0.0100615, 0.012648, 0.0044173, 0.00759044, 0.00600522, 0.0105996, 0.00511777, 0.002708, 0.0108486, 0.0168754, 0.0132055, 0.0152097, 0.00643322, 0.00443517, 0.0145204, 0.013683, 0.019246, 0.0106601, 0.0310074, 0.0120317, 0.0125927, 0.0067881, 0.0136389, 0.00277094, 0.00824877, 0.0156593, 0.0201837, 0.00751839, 0.0087018, 0.000436692, 0.0170731, 0.047267, 0.0108391, 0.0085166, 0.0106406
43, 38, 0.00923718, 0.0186282, 0.010885, 0.0133719, 0.00450558, 0.00772176, 0.00608173, 0.0109217, 0.00517408, 0.00273184, 0.0115037, 0.0174087, 0.013386, 0.0154707, 0.00659015, 0.00440603, 0.0154062, 0.0145457, 0.0195992, 0.0111807, 0.0321628, 0.0128143, 0.0133697, 0.00701765, 0.0142441, 0.00315182, 0.00857766, 0.0164906, 0.0207493, 0.00724867, 0.00908452, 0.00131076, 0.0177726, 0.0477817, 0.0101487, 0.00847117, 0.00971028
44, 38, 0.00913495, 0.0193425, 0.011664, 0.0140903, 0.00457546, 0.00786902, 0.00613245, 0.0112161, 0.00517819, 0.00273803, 0.0121231, 0.0179282, 0.0135311, 0.015693, 0.00673725, 0.00438748, 0.0163256, 0.0154478, 0.0199514, 0.0117387, 0.03336, 0.013646, 0.0141916, 0.00727496, 0.0148755, 0.00358083, 0.00892825, 0.017303, 0.0212943, 0.00701597, 0.00949467, 0.00227603, 0.0184431, 0.0482467, 0.00942583, 0.00845081, 0.00870903
45, 39, 0.00905732, 0.0200549, 0.0123492, 0.0148084, 0.00460637, 0.00804129, 0.00614346, 0.0114691, 0.00511253, 0.00272086, 0.0126745, 0.0184267, 0.0136443, 0.0158649, 0.00686525, 0.00437786, 0.0172579, 0.0163661, 0.0203184, 0.0123348, 0.0346005, 0.0145018, 0.0150353, 0.00756059, 0.0155428, 0.00403322, 0.0093036, 0.0180932, 0.0218282, 0.00685214, 0.00993003, 0.00332002, 0.019078, 0.048677, 0.00869548, 0.00844934, 0.00767004
46, 39, 0.00905359, 0.0207817, 0.0129355, 0.0155144, 0.00458162, 0.00825396, 0.00610929, 0.0116745, 0.00497337, 0.00267964, 0.0131423, 0.0189083, 0.0137348, 0.015984, 0.00697312, 0.00437418, 0.0181817, 0.0172776, 0.0207146, 0.0129693, 0.0358951, 0.0153567, 0.0158774, 0.00786008, 0.0162452, 0.00447814, 0.00969377, 0.0188533, 0.0223599, 0.00678705, 0.0103825, 0.00440842, 0.019683, 0.0490886, 0.0079776, 0.00846404, 0.00662029
